Question,Answer,Answer Type,Reasoning Type,id
"How many syllables are there in the first name of William Paulet, 4Th Marquess Of Winchester's paternal grandmother?",4,number,"Commonsense, Arithmetic",895740ae0bb011ebab90acde48001122_1
What is the concatenation of the last letter of the first name and the first letter of the last name of Harriet Hemings's maternal grandfather in lowercase?,nw,string,"Symbolic, Commonsense",e8f66e1e0baf11ebab90acde48001122_14
What is the concatenation of the last letter of the first name and the first letter of the last name of Eva Chamberlain's maternal grandmother in lowercase?,ed,string,"Symbolic, Commonsense",5569eb4e0baf11ebab90acde48001122_14
What is the concatenation of the last letter of the first name and the first letter of the last name of Yujiulü Doulun's paternal grandfather in lowercase?,üt,string,"Symbolic, Commonsense",f643bee20bae11ebab90acde48001122_14
What is the sum of the (unique) prime factors of when the publisher of Hürriyet Daily News was founded?,1997,number,Arithmetic,ccddfdfc0bda11eba7f7acde48001122_1
What is the sum of the (unique) prime factors of when the publisher of American Scientist was founded?,66,number,Arithmetic,982f8e440bdb11eba7f7acde48001122_1
What is the sum of the (unique) prime factors of when the publisher of Eye To The Telescope (Magazine) was founded?,68,number,Arithmetic,2909f2240bdc11eba7f7acde48001122_1
How many more vowels than consonants are there in the first name of Eochaid Mac Fiachnai's paternal grandfather?,1,number,"Commonsense, Arithmetic",3a142e540baf11ebab90acde48001122_3
How many more vowels than consonants are there in the first name of the spouse of the director of film The Invisible Menace?,1,number,"Commonsense, Arithmetic",642b190c0bda11eba7f7acde48001122_3
How many more vowels than consonants are there in the first name of the mother of the director of film The Monocle Laughs?,1,number,"Commonsense, Arithmetic",2a84a2920bdd11eba7f7acde48001122_3
What the concatenation of the second and third digits of when the publisher of National Contest Journal was founded?,91,number,Symbolic,9674c7020bdd11eba7f7acde48001122_6
"How many additional letters does the first name of Mary Tudor, Queen Of France's maternal grandmother have compared to the first name of Melinda Lim?",2,number,"Commonsense, Arithmetic",bedf588e0baf11ebab90acde48001122_10
What the concatenation of the first and last digits of when the publisher of The Rip Off Review Of Western Culture was founded?,19,number,Symbolic,39bd87c80bde11eba7f7acde48001122_6
What the concatenation of the first and last digits of when the publisher of Tribal College Journal was founded?,12,number,Symbolic,335443cc0bde11eba7f7acde48001122_6
What is the closest palindrome number to the year of the date of death of the composer of film Oomana Thinkal?,1991,number,"Commonsense, Arithmetic",cceeda8a0bdc11eba7f7acde48001122_7
What is the reverse order of the letters in the last name of the paternal grandfather of Ollom Fotla?,tria,string,"Symbolic, Commonsense",71f393820baf11ebab90acde48001122_6
What is the closest palindrome number to the year of Octavius Vernon Harcourt's father's birthday?,1771,number,"Commonsense, Arithmetic",f09b5e4e0bdd11eba7f7acde48001122_7
"The submission deadline is at 05 December 1989, 23:24, Anywhere on Earth (AoE). At what date and time is the deadline in the country of citizenship of Margaret Of Hereford's mother?",1989-12-06 11:24,datetime,"Commonsense, Arithmetic",a5b497100bdd11eba7f7acde48001122_1
What nationality is Margaret Of Hereford's mother?,Welsh,place,Original,a5b497100bdd11eba7f7acde48001122_1
What is the reverse order of the letters in the first name of the spouse of the director of film Fire-Eater (Film)?,okkrip,string,"Symbolic, Commonsense",21852d1e0bde11eba7f7acde48001122_6
What is the date 7 days before the date of death of Badi' Al-Zaman Mirza's father?,1506-04-27,date,"Commonsense, Arithmetic",89ee39de0bdb11eba7f7acde48001122_3
How many letters are there between the first and last letters of the last name of the father-in-law of Ove Aunli?,4,number,"Commonsense, Arithmetic",e519fa3c0bae11ebab90acde48001122_4
"How many days lay between when John Annesley, 4Th Earl Of Anglesey's father died and Thu, 06/27/2013?",118060,number,"Commonsense, Arithmetic",75990ae60bda11eba7f7acde48001122_5
"How many days lay between 1994-03-13 and when Humphrey De Bohun, 2Nd Earl Of Hereford's father died?",282616,number,"Commonsense, Arithmetic",fab2aa100bdb11eba7f7acde48001122_5
What is the date one year after the date of death of Zita Of Bourbon-Parma's father?,1908-11-16,date,"Commonsense, Arithmetic",893160a40bd911eba7f7acde48001122_0
How many days lay between Anthony William Fairbank Edwards's father's birthday and 1997-06-15?,35733,number,"Commonsense, Arithmetic",1876fc160bde11eba7f7acde48001122_5
What is the reverse order of the letters in the first name of Sun Luyu's paternal grandfather?,nus,string,"Symbolic, Commonsense",6571cca00baf11ebab90acde48001122_6
"What is the total number of letters in the last name of James Tuchet, 5Th Earl Of Castlehaven's paternal grandmother?",7,number,"Commonsense, Arithmetic",562b581a0baf11ebab90acde48001122_17
"What is the binary code of the last letter of the first name of Charles Monck, 3Rd Viscount Monck's paternal grandfather in lowercase?",1110011,string,"Symbolic, Commonsense",eb54b8e60baf11ebab90acde48001122_13
Which day of the week was the date of death of Carlo I Cybo-Malaspina's father?,Thursday,string,"Commonsense, Arithmetic",1a0c2a800bdc11eba7f7acde48001122_4
How many hours are there between the winter time zone of the place of birth of the director of film Frozen Assets (Film) and UTC?,0.0,number,"Commonsense, Arithmetic",495c63980bd911eba7f7acde48001122_0
What is the place of birth of the director of Frozen Assets (Film)?,Scottish,place,Original,495c63980bd911eba7f7acde48001122_0
What is the last name of Harriet Hemings's maternal grandfather?,Wayles,string,Commonsense,e8f66e1e0baf11ebab90acde48001122_12
"What is the total number of letters in the first name of Edward Wingfield, 2Nd Viscount Powerscourt's paternal grandmother?",7,number,"Commonsense, Arithmetic",78c31f420bb011ebab90acde48001122_17
"What is the day of when John Manners, 3Rd Duke Of Rutland's father died?",22,number,Commonsense,fce882e00bdc11eba7f7acde48001122_8
"When did John Manners, 3Rd Duke Of Rutland's father die?",22 February 1721,date,Original,fce882e00bdc11eba7f7acde48001122_8
What is the date 10 weeks after the date of death of the director of film Cross Current?,2014-05-18,date,"Commonsense, Arithmetic",1753ad340bde11eba7f7acde48001122_1
What is the date of death of the director of film Cross Current?,9 March 2014,date,Original,1753ad340bde11eba7f7acde48001122_1
How many distinct two-letter combinations exist in the first name of Albert G. Simms's father-in-law?,6,number,"Commonsense, Arithmetic",85dd56440baf11ebab90acde48001122_2
"What is the sum of all the digits in the day, month and year of when Cosima Von Bülow Pavoncelli's father died?",24,number,Arithmetic,32d8b8ce0bde11eba7f7acde48001122_6
"How many days lay between Friday, November 18 2016 and when Bill Patterson (Racing Driver)'s father died?",18055,number,"Commonsense, Arithmetic",e41f805c0bdb11eba7f7acde48001122_5
What is the longest substring of consecutive letters in alphabetical order in the first name of the spouse of the director of film The Belles Of St. Trinian'S?,de,string,"Symbolic, Commonsense",c2afbfa60bd911eba7f7acde48001122_8
What is the first name of Albert G. Simms's father-in-law?,Mark,string,Commonsense,85dd56440baf11ebab90acde48001122_12
What is the concatenation of the first letter of the first name and the last letter of the last name of the father of the director of film Snake In The Eagle'S Shadow in lowercase?,yn,string,"Symbolic, Commonsense",0dedb0de0bdc11eba7f7acde48001122_14
"How many hours are there between the winter time zone of the place of burial of Margaret Clifford, Countess Of Cumberland's father and UTC?",0.0,number,"Commonsense, Arithmetic",1604c03a0bde11eba7f7acde48001122_0
"Where was the place of burial of Margaret Clifford, Countess Of Cumberland's father?",Chenies,place,Original,1604c03a0bde11eba7f7acde48001122_0
"What is the sum of all the digits in the day, month and year of when Magnus, Prince Of Anhalt-Köthen's father died?",33,number,Arithmetic,e9bc48940bd911eba7f7acde48001122_6
What is the combined length of the first name and last name of Eva Chamberlain's maternal grandmother?,13,number,"Commonsense, Arithmetic",5569eb4e0baf11ebab90acde48001122_19
"What is the month (in number) of when Charles Somers-Cocks, 3Rd Earl Somers's father died?",10,number,Commonsense,e5d416220bdd11eba7f7acde48001122_8
"What is the sum of all the digits in the day, month and year of when Eduardo Frei Ruiz-Tagle's father died?",25,number,Arithmetic,4aa323fa0bdd11eba7f7acde48001122_6
"How many times does the letter ""n"" appear in the first name of the father of the director of film Snake In The Eagle'S Shadow?",1,number,"Commonsense, Arithmetic",0dedb0de0bdc11eba7f7acde48001122_16
Which day of the week was the date of birth of Rudolph De Trafford's father?,Thursday,string,"Commonsense, Arithmetic",31d4cbe80bde11eba7f7acde48001122_4
"How many days lay between the date of birth of Catherine Of Foix, Countess Of Candale's mother and Thursday, 25 July 1996?",208362,number,"Commonsense, Arithmetic",42eb321a0bdd11eba7f7acde48001122_5
What is the ASCII code of the first letter of the first name of the father of the performer of song Everybody Needs A Best Friend in lowercase?,114,number,"Symbolic, Commonsense",34f839700bdb11eba7f7acde48001122_11
What is the day of the date of birth of Dolores Gangotena's husband?,31,number,Commonsense,f15dbb580bdb11eba7f7acde48001122_8
"What is the binary code of the first letter of the first name of Mary Tudor, Queen Of France's maternal grandmother in lowercase?",1100101,string,"Symbolic, Commonsense",bedf588e0baf11ebab90acde48001122_13
"The submission deadline is at 17 November 1983, 04:00, Anywhere on Earth (AoE). At what date and time is the deadline in the place of birth of the director of film Boden'S Boy?",1983-11-17 16:00,datetime,"Commonsense, Arithmetic",0d0705fc0bdd11eba7f7acde48001122_1
What is the place of birth of the director of film Boden'S Boy?,"Weston-super-Mare, Somerset",place,Original,0d0705fc0bdd11eba7f7acde48001122_1
"What is the combined length of the first name and last name of William Paulet, 4Th Marquess Of Winchester's paternal grandmother?",19,number,"Commonsense, Arithmetic",895740ae0bb011ebab90acde48001122_19
What is the date one week after the date of birth of the director of film Liberated Hands?,1895-10-08,date,"Commonsense, Arithmetic",466865a80bdc11eba7f7acde48001122_0
How many days lay between the date of death of the director of film Break The News and 01 Sep 2025?,16241,number,"Commonsense, Arithmetic",c99fc05e0bd911eba7f7acde48001122_5
What is the date 3 months after when Princess Eléonore Of Belgium's mother was born?,1973-04-20,date,"Commonsense, Arithmetic",f190ac100bdc11eba7f7acde48001122_1
"How many days lay between Saturday, 27 October 2029 and the date of death of Timothy Shriver's father?",6856,number,"Commonsense, Arithmetic",c95d7b400bd911eba7f7acde48001122_5
How many letters are there between the first and last letters of the first name of Edsel Ford Ii's paternal grandfather?,3,number,"Commonsense, Arithmetic",7f3cf1aa0baf11ebab90acde48001122_4
How many days lay between the date of death of Zita Of Bourbon-Parma's father and 11 Jul 2012?,38224,number,"Commonsense, Arithmetic",893160a40bd911eba7f7acde48001122_5
"What is the day of when Edward Cromwell, 3Rd Baron Cromwell's father died?",20,number,Commonsense,cc2516f80bd911eba7f7acde48001122_8
"When did Edward Cromwell, 3Rd Baron Cromwell's father die?",20 November 1592,date,Original,cc2516f80bd911eba7f7acde48001122_8
What is the last name of the mother of the director of film Brenda Brave?,Laretei,string,Commonsense,9e506db00bdc11eba7f7acde48001122_12
What is the date one day after when John Hodgetts-Foley's father was born?,1747-03-17,date,"Commonsense, Arithmetic",e2f18f160bdd11eba7f7acde48001122_0
What is the date 3 years before the date of death of Zita Of Bourbon-Parma's father?,1904-11-16,date,"Commonsense, Arithmetic",893160a40bd911eba7f7acde48001122_3
"How many distinct two-letter combinations exist in the first name of William Paulet, 4Th Marquess Of Winchester's paternal grandmother?",29,number,"Commonsense, Arithmetic",895740ae0bb011ebab90acde48001122_2
What is the date one week before the date of death of the composer of film Oomana Thinkal?,1988-03-02,date,"Commonsense, Arithmetic",cceeda8a0bdc11eba7f7acde48001122_2
"What is the sum of all the digits in the day, month and year of when Richard De Clare, 6Th Earl Of Gloucester's mother died?",16,number,Arithmetic,c221ce2e0bdb11eba7f7acde48001122_6
"How many days lay between the date of death of Maria Isabel De Alcântara, Countess Of Iguaçu's mother and Wed, 12/06/2023?",57011,number,"Commonsense, Arithmetic",1dc6c4e60bdc11eba7f7acde48001122_5
"What is the length of the longest substring that consists of letters that follow each other directly in the alphabet in the first name of William Paulet, 4Th Marquess Of Winchester's paternal grandmother?",3,number,"Symbolic, Commonsense, Arithmetic",895740ae0bb011ebab90acde48001122_9
"What is the date 4 years after when John Cecil, 6Th Earl Of Exeter's father died?",1704-08-29,date,"Commonsense, Arithmetic",d95bfd1a0bdd11eba7f7acde48001122_1
What is the date one day after the date of death of the director of film Nallavan Vazhvan?,1992-09-04,date,"Commonsense, Arithmetic",3009165e0bdc11eba7f7acde48001122_0
"How many unique letters are there in the first name of Victoria Sackville-West, Baroness Sackville's child-in-law?",6,number,"Commonsense, Arithmetic",1195a6f00bb011ebab90acde48001122_18
How many repeated letters are there in the first name of the paternal grandfather of Diya Al-Dawla?,0,number,"Commonsense, Arithmetic",6a7e42180bb011ebab90acde48001122_5
How many repeated letters are there in the first name of the stepmother of Sara Ali Khan?,2,number,"Commonsense, Arithmetic",29bf69d20bb011ebab90acde48001122_5
What is the day of when Henri De La Trémoille's father died?,25,number,Commonsense,963fc3360bdd11eba7f7acde48001122_8
"Which day of the week was the date of death of Frederick Christian I, Duke Of Schleswig-Holstein-Sonderburg-Augustenburg's father?",Sunday,string,"Commonsense, Arithmetic",e7cd2f5a0bdc11eba7f7acde48001122_4
"What is the closest palindrome number to the year of the date of birth of Catherine Of Foix, Countess Of Candale's mother?",1441,number,"Commonsense, Arithmetic",42eb321a0bdd11eba7f7acde48001122_7
What is the month (in number) of when Philip III Of Namur's father died?,1,number,Commonsense,9042c21c0bdd11eba7f7acde48001122_8
"What is the sum of all the digits in the day, month and year of the date of death of Maria Isabel De Alcântara, Countess Of Iguaçu's mother?",27,number,Arithmetic,1dc6c4e60bdc11eba7f7acde48001122_6
"How many times does the letter ""ō"" appear in the first name of the paternal grandfather of Hōjō Akitoki?",2,number,"Commonsense, Arithmetic",233a58480baf11ebab90acde48001122_16
What is the closest palindrome number to the year of when the director of film Slap Her... She'S French was born?,1991,number,"Commonsense, Arithmetic",14bdff820bdb11eba7f7acde48001122_7
How many letters are there between the first and last letters of the first name of the paternal grandfather of Diya Al-Dawla?,2,number,"Commonsense, Arithmetic",6a7e42180bb011ebab90acde48001122_4
How many hours are there between the winter time zone of the place of birth of Fanny Bornedal's father and UTC?,1.0,number,"Commonsense, Arithmetic",8b4280580bd911eba7f7acde48001122_0
What is the place of birth of Fanny Bornedal's father?,Nørresundby,place,Original,8b4280580bd911eba7f7acde48001122_0
What are the first 10 letters of the place where the author of Hannibal and Scipio was educated?,ExeterColl,string,Symbolic,2hop__505860_650613_0
Where was the author of Hannibal and Scipio educated at?,Exeter College,organization,Original,2hop__505860_650613_0
How many unique letters are there in the place where the author of Hannibal and Scipio was educated?,8,number,Arithmetic,2hop__505860_650613_1
What is the longest word in the name of the place where the author of Hannibal and Scipio was educated?,College,string,Symbolic,2hop__505860_650613_2
How many letters are there in the longest word of the name of the place where the author of Hannibal and Scipio was educated?,7,number,"Symbolic, Arithmetic",2hop__505860_650613_3
How many different letters are in the name of the place where the author of Hannibal and Scipio was educated?,8,number,Arithmetic,2hop__505860_650613_4
What are the initials of the name of the place where the author of Hannibal and Scipio was educated?,EC,string,Symbolic,2hop__505860_650613_5
How many times does the letter 'r' appear in the place where the author of Hannibal and Scipio was educated?,1,number,Arithmetic,2hop__505860_650613_6
"What is the name of the place where the author of Hannibal and Scipio was educated, without spaces?",ExeterCollege,string,Symbolic,2hop__505860_650613_7
How many vowels are there in the name of the place where the author of Hannibal and Scipio was educated?,6,number,"Commonsense, Arithmetic",2hop__505860_650613_8
What is the last vowel in the place where the author of Hannibal and Scipio was educated?,e,character,"Commonsense, Symbolic",2hop__505860_650613_10
What are the first 10 letters of the name of the place where the painter of The Mud Bath studied?,ladechoolo,string,Symbolic,2hop__501624_181960_0
Where did the painter of The Mud Bath study?,Slade School of Art,organization,Original,2hop__501624_181960_0
How many unique letters are there in the name of the place where the painter of The Mud Bath studied?,10,number,Arithmetic,2hop__501624_181960_1
What is the shortest word in the name of the place where the painter of The Mud Bath studied?,of,string,Symbolic,2hop__501624_181960_2
How many letters are there in the shortest word of the name of the place where the painter of The Mud Bath studied?,2,number,"Symbolic, Arithmetic",2hop__501624_181960_3
How many different letters are used in the name of the place where the painter of The Mud Bath studied?,10,number,Arithmetic,2hop__501624_181960_4
What are the initials of the place where the painter of The Mud Bath studied?,SSoA,string,Symbolic,2hop__501624_181960_5
How many times does the letter 'a' appear in the place where the painter of The Mud Bath studied?,1,number,Arithmetic,2hop__501624_181960_6
"What is the place where the painter of The Mud Bath studied, without spaces?",SladeSchoolofArt,string,Symbolic,2hop__501624_181960_7
How many consonants are there in the place where the painter of The Mud Bath studied?,5,number,"Commonsense, Arithmetic",2hop__501624_181960_8
What is the last consonant in the name of the place where the painter of The Mud Bath studied?,t,character,"Commonsense, Symbolic",2hop__501624_181960_10
What is the first letter of the name of the university attended by the author of 'Elizabeth and After'?,u,string,Symbolic,2hop__446324_620302_0
The author of Elizabeth and After attended which university?,University of Toronto,organization,Original,2hop__446324_620302_0
How many unique letters are there in the name of the university attended by the author of Elizabeth and After?,11,number,Arithmetic,2hop__446324_620302_1
What is the longest word in the name of the university attended by the author of Elizabeth and After?,University,string,Symbolic,2hop__446324_620302_2
How many letters are there in the longest word of the name of the university attended by the author of Elizabeth and After?,10,number,"Symbolic, Arithmetic",2hop__446324_620302_3
How many different letters are used in the name of the university attended by the author of Elizabeth and After?,11,number,Arithmetic,2hop__446324_620302_4
What are the initials of the university attended by the author of Elizabeth and After?,UoT,string,Symbolic,2hop__446324_620302_5
"How many times does the letter ""s"" appear in the name of the university attented by the author of Elizabeth and After?",1,number,Arithmetic,2hop__446324_620302_6
"What is the name of the university attended by the author of Elizabeth and After, without spaces?",UniversityofToronto,string,Symbolic,2hop__446324_620302_7
How many letters remain if you remove all the vowels from the name of the university attended by the author of Elizabeth and After?,11,number,"Commonsense, Arithmetic",2hop__446324_620302_8
What is the last vowel in the name of the university attended by the author of Elizabeth and After?,o,character,"Commonsense, Symbolic",2hop__446324_620302_10
How many letters are there between the first and last letters of the first name of the child of Caroline LeRoy's spouse?,6,number,"Commonsense, Arithmetic",2hop__697790_864352_4
Who is the child of Caroline LeRoy's spouse?,Fletcher Webster,person,Original,2hop__697790_864352_4
What is the first name of the child of Caroline LeRoy's spouse?,Fletcher,string,Commonsense,2hop__697790_864352_12
What is the concatenation of the first letters of the first name and last name of the child of Caroline LeRoy's spouse in lowercase?,fw,string,"Symbolic, Commonsense",2hop__697790_864352_14
"How many times does the letter ""f"" appear in the first name of the child of Caroline LeRoy's spouse?",1,number,"Commonsense, Arithmetic",2hop__697790_864352_16
What is the total number of letters in the first name of the child of Caroline LeRoy's spouse?,8,number,"Commonsense, Arithmetic",2hop__697790_864352_17
How many repeated letters are there in the last name of the lead singer of the band performing Bang Bang Rock & Roll?,0,number,"Commonsense, Arithmetic",2hop__744055_408817_5
Who is the lead singer of the band performing Bang Bang Rock & Roll?,Eddie Argos,person,Original,2hop__744055_408817_5
What is the last name of the lead singer of the band performing Bang Bang Rock & Roll?,Argos,string,Commonsense,2hop__744055_408817_12
How many vowels are there in the last name of the lead singer of the band performing Bang Bang Rock & Roll?,2,number,"Commonsense, Arithmetic",2hop__744055_408817_15
How many repeated letters are there in the first name of the founder of the political party of Dimuthu Bandara Abayakoon?,1,number,"Commonsense, Arithmetic",2hop__700093_455653_5
Who founded the political party of Dimuthu Bandara Abayakoon?,Rohana Wijeweera,person,Original,2hop__700093_455653_5
What is the alphabetical order of the letters in the first name of the founder of the political party of Dimuthu Bandara Abayakoon?,aahnor,string,"Symbolic, Commonsense",2hop__700093_455653_7
How many additional letters does the first name of the founder of the political party of Dimuthu Bandara Abayakoon have compared to the last name of Amos Duke?,2,number,"Commonsense, Arithmetic",2hop__700093_455653_10
What is the ASCII code of the last letter of the first name of the founder of the political party of Dimuthu Bandara Abayakoon?,97,number,"Symbolic, Commonsense",2hop__700093_455653_11
What is the first name of the founder of the political party of Dimuthu Bandara Abayakoon?,Rohana,string,Commonsense,2hop__700093_455653_12
What is the binary code of the last letter of the first name of the founder of the political party of Dimuthu Bandara Abayakoon?,1100001,string,"Symbolic, Commonsense",2hop__700093_455653_13
How many consonants are there in the first name of the founder of the political party of Dimuthu Bandara Abayakoon?,3,number,"Commonsense, Arithmetic",2hop__700093_455653_15
What is the combined length of the first name and last name of the founder of the political party of Dimuthu Bandara Abayakoon?,15,number,"Commonsense, Arithmetic",2hop__700093_455653_19
What is the last letter of the last name of the father of Empress Wang's husband?,i,letter,"Symbolic, Commonsense",2hop__668407_683671_0
Who is the father of Empress Wang's husband?,Yang Xingmi,person,Original,2hop__668407_683671_0
How many letters are there between the first and last letters of the last name of the father of Empress Wang's husband?,4,number,"Commonsense, Arithmetic",2hop__668407_683671_4
How many repeated letters are there in the last name of the father of Empress Wang's husband?,1,number,"Commonsense, Arithmetic",2hop__668407_683671_5
What is the reverse order of the letters in the last name of the father of Empress Wang's husband?,imgnix,string,"Symbolic, Commonsense",2hop__668407_683671_6
What is the alphabetical order of the letters in the last name of the father of Empress Wang's husband?,giimnx,string,"Symbolic, Commonsense",2hop__668407_683671_7
What is the total number of letters in the last name of the father of Empress Wang's husband?,6,number,"Commonsense, Arithmetic",2hop__668407_683671_17
How many syllables are there in the first name of the spouse of the creator of Ruby Loftus Screwing a Breech Ring?,2,number,"Commonsense, Arithmetic",2hop__678516_179720_1
Who was married to the creator of Ruby Loftus Screwing a Breech Ring?,Harold Knight,person,Original,2hop__678516_179720_1
How many distinct two-letter combinations exist in the first name of the spouse of the creator of Ruby Loftus Screwing a Breech Ring?,15,number,"Commonsense, Arithmetic",2hop__678516_179720_2
How many repeated letters are there in the first name of the spouse of the creator of Ruby Loftus Screwing a Breech Ring?,0,number,"Commonsense, Arithmetic",2hop__678516_179720_5
What is the binary code of the first letter of the first name of the spouse of the creator of Ruby Loftus Screwing a Breech Ring in lowercase?,1101000,string,"Symbolic, Commonsense",2hop__678516_179720_13
What is the total number of letters in the first name of the spouse of the creator of Ruby Loftus Screwing a Breech Ring?,6,number,"Commonsense, Arithmetic",2hop__678516_179720_17
How many fewer letters does the last name of the child of the cast member of Ice Bound: A Woman's Survival at the South Pole have compared to the first name of Nicholas Rollins?,2,number,"Commonsense, Arithmetic",2hop__632161_643449_10
Who is the child of the cast member of Ice Bound: A Woman's Survival at the South Pole?,Eva Amurri,person,Original,2hop__632161_643449_10
What is the ASCII code of the first letter of the last name of the child of the cast member of Ice Bound: A Woman's Survival at the South Pole in lowercase?,97,number,"Symbolic, Commonsense",2hop__632161_643449_11
How many unique letters are there in the last name of the child of the cast member of Ice Bound: A Woman's Survival at the South Pole?,5,number,"Commonsense, Arithmetic",2hop__632161_643449_18
How many repeated letters are there in the first name of the child of the author of One More Time that helped adapt it into a play?,1,number,"Commonsense, Arithmetic",2hop__827940_277334_5
Which child of the author of One More Time helped adapt it into a play?,Carrie Hamilton,person,Original,2hop__827940_277334_5
What is the alphabetical order of the letters in the first name of the child of the author of One More Time that helped adapt it into a play?,aceirr,string,"Symbolic, Commonsense",2hop__827940_277334_7
What is the first name of the child of the author of One More Time that helped adapt it into a play?,Carrie,string,Commonsense,2hop__827940_277334_12
What is the total number of letters in the first name of the child of the author of One More Time that helped adapt it into a play?,6,number,"Commonsense, Arithmetic",2hop__827940_277334_17
How many letters are there between the first and last letters of the last name of the paternal grandfather of Alice Clere?,4,number,"Commonsense, Arithmetic",2hop__171254_383727_4
Who fathered the father of Alice Clere?,Geoffrey Boleyn,person,Original,2hop__171254_383727_4
What is the ASCII code of the last letter of the last name of the paternal grandfather of Alice Clere?,110,number,"Symbolic, Commonsense",2hop__171254_383727_11
What is the binary code of the last letter of the last name of the paternal grandfather of Alice Clere?,1101110,string,"Symbolic, Commonsense",2hop__171254_383727_13
How many consonants are there in the last name of the paternal grandfather of Alice Clere?,4,number,"Commonsense, Arithmetic",2hop__171254_383727_15
"How many times does the letter ""n"" appear in the last name of the paternal grandfather of Alice Clere?",1,number,"Commonsense, Arithmetic",2hop__171254_383727_16
What is the alphabetical order of the letters in the first name of Frances Freeling Broderip's sibling?,mot,string,"Symbolic, Commonsense",2hop__729651_631003_7
Who is Frances Freeling Broderip's sibling?,Tom Hood,person,Original,2hop__729651_631003_7
How many additional letters does the first name of Lori Lyons have compared to the first name of Frances Freeling Broderip's sibling?,1,number,"Commonsense, Arithmetic",2hop__729651_631003_10
What is the first letter of the last name of the spouse of the actor from Terminator in lowercase?,s,letter,"Symbolic, Commonsense",2hop__511296_577502_0
Who married the actor from Terminator?,Maria Shriver,person,Original,2hop__511296_577502_0
What is the reverse order of the letters in the last name of the spouse of the actor from Terminator?,revirhs,string,"Symbolic, Commonsense",2hop__511296_577502_6
What is the ASCII code of the first letter of the last name of the spouse of the actor from Terminator in lowercase?,115,number,"Symbolic, Commonsense",2hop__511296_577502_11
What is the binary code of the first letter of the last name of the spouse of the actor from Terminator in lowercase?,1110011,string,"Symbolic, Commonsense",2hop__511296_577502_13
What is the concatenation of the last letters of the first name and last name of the spouse of the actor from Terminator?,ar,string,"Symbolic, Commonsense",2hop__511296_577502_14
What is the combined length of the first name and last name of the spouse of the actor from Terminator?,12,number,"Commonsense, Arithmetic",2hop__511296_577502_19
What is the last letter of the first name of the sibling of the actress who played Susan Walker in Miracle on 34th street?,a,letter,"Symbolic, Commonsense",2hop__92051_827343_0
Who is the sibling of the actress who played Susan Walker in Miracle on 34th street?,Lana Wood,person,Original,2hop__92051_827343_0
How many letters are there between the first and last letters of the first name of the sibling of the actress who played Susan Walker in Miracle on 34th street?,2,number,"Commonsense, Arithmetic",2hop__92051_827343_4
How many repeated letters are there in the first name of the sibling of the actress who played Susan Walker in Miracle on 34th street?,1,number,"Commonsense, Arithmetic",2hop__92051_827343_5
What is the ASCII code of the last letter of the first name of the sibling of the actress who played Susan Walker in Miracle on 34th street?,97,number,"Symbolic, Commonsense",2hop__92051_827343_11
What is the concatenation of the first letter of the first name and the last letter of the last name of the sibling of the actress who played Susan Walker in Miracle on 34th street in lowercase?,ld,string,"Symbolic, Commonsense",2hop__92051_827343_14
How many consonants are there in the first name of the sibling of the actress who played Susan Walker in Miracle on 34th street?,2,number,"Commonsense, Arithmetic",2hop__92051_827343_15
How many more vowels than consonants are there in the last name of the other child of Chian Hsiao-chang's father?,1,number,"Commonsense, Arithmetic",2hop__124592_402641_3
Who is the other child of Chian Hsiao-chang's father?,Chiang Hsiao-wu,person,Original,2hop__124592_402641_3
How many letters are there between the first and last letters of the last name of the other child of Chian Hsiao-chang's father?,5,number,"Commonsense, Arithmetic",2hop__124592_402641_4
What is the reverse order of the letters in the last name of the other child of Chian Hsiao-chang's father?,uw-oaish,string,"Symbolic, Commonsense",2hop__124592_402641_6
How many fewer letters does the first name of Neal Ward have compared to the last name of the other child of Chian Hsiao-chang's father?,3,number,"Commonsense, Arithmetic",2hop__124592_402641_10
What is the combined length of the first name and last name of the other child of Chian Hsiao-chang's father?,13,number,"Commonsense, Arithmetic",2hop__124592_402641_19
"What is the first letter of the first name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry in lowercase?",m,letter,"Symbolic, Commonsense",2hop__30905_213732_0
"Who is the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",Meghan McCain,person,Original,2hop__30905_213732_0
"How many syllables are there in the first name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",2,number,"Commonsense, Arithmetic",2hop__30905_213732_1
"How many distinct two-letter combinations exist in the first name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",15,number,"Commonsense, Arithmetic",2hop__30905_213732_2
"How many repeated letters are there in the first name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",0,number,"Commonsense, Arithmetic",2hop__30905_213732_5
"What is the reverse order of the letters in the first name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",nahgem,string,"Symbolic, Commonsense",2hop__30905_213732_6
"What is the longest substring of consecutive letters in alphabetical order in the first name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",gh,string,"Symbolic, Commonsense",2hop__30905_213732_8
"What is the first name of the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",Meghan,string,Commonsense,2hop__30905_213732_12
